item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_76,B,B,A,nan,I+T_perp
mv_77,B,B,A,nan,I+T_perp
mv_78,B,B,A,nan,I+T_perp
mv_80,A,A,C,nan,I+T_perp
mv_81,A,A,C,nan,I+T_perp
mv_82,A,A,C,nan,I+T_perp
mv_83,A,A,C,nan,I+T_perp
mv_85,B,B,C,nan,I+T_perp
mv_86,B,B,C,nan,I+T_perp
mv_87,B,B,C,nan,I+T_perp
mv_88,B,B,C,nan,I+T_perp
mv_90,A,A,C,nan,I+T_perp
mv_91,A,A,C,nan,I+T_perp
mv_92,A,A,C,nan,I+T_perp
mv_93,A,A,C,nan,I+T_perp
mv_95,A,A,A,nan,I+T_perp
mv_96,D,D,A,nan,I+T_perp
mv_97,D,D,A,nan,I+T_perp
mv_98,D,D,A,nan,I+T_perp
mv_100,A,A,D,nan,I+T_perp
mv_101,A,A,D,nan,I+T_perp
mv_102,A,A,D,nan,I+T_perp
mv_103,A,A,D,nan,I+T_perp
mv_105,A,A,C,nan,I+T_perp
mv_106,A,A,C,nan,I+T_perp
mv_107,A,A,C,nan,I+T_perp
mv_108,A,A,C,nan,I+T_perp
mv_110,A,A,C,nan,I+T_perp
mv_111,A,A,C,nan,I+T_perp
mv_112,A,A,C,nan,I+T_perp
mv_113,A,A,C,nan,I+T_perp
mv_115,D,D,B,nan,I+T_perp
mv_116,D,D,B,nan,I+T_perp
mv_117,D,D,B,nan,I+T_perp
mv_118,D,D,B,nan,I+T_perp
mv_120,A,A,D,nan,I+T_perp
mv_121,A,A,D,nan,I+T_perp
mv_122,A,A,D,nan,I+T_perp
mv_123,A,A,D,nan,I+T_perp
mv_125,A,A,C,nan,I+T_perp
mv_126,A,A,C,nan,I+T_perp
mv_127,A,A,C,nan,I+T_perp
mv_128,A,A,C,nan,I+T_perp
mv_130,C,C,A,nan,I+T_perp
mv_131,C,C,A,nan,I+T_perp
mv_132,C,C,A,nan,I+T_perp
mv_133,B,B,A,nan,I+T_perp
mv_135,B,B,B,nan,I+T_perp
mv_136,B,B,B,nan,I+T_perp
mv_137,B,B,B,nan,I+T_perp
mv_138,B,B,B,nan,I+T_perp
mv_140,D,D,C,nan,I+T_perp
mv_141,D,D,C,nan,I+T_perp
mv_142,D,D,C,nan,I+T_perp
mv_143,D,D,C,nan,I+T_perp
mv_145,A,A,C,nan,I+T_perp
mv_146,A,A,C,nan,I+T_perp
mv_147,A,A,C,nan,I+T_perp
mv_148,A,A,C,nan,I+T_perp
mv_150,A,A,B,nan,I+T_perp
mv_151,A,A,B,nan,I+T_perp
mv_152,A,A,B,nan,I+T_perp
mv_153,B,B,B,nan,I+T_perp
mv_155,B,B,C,nan,I+T_perp
mv_156,B,B,C,nan,I+T_perp
mv_157,B,B,C,nan,I+T_perp
mv_158,B,B,C,nan,I+T_perp
mv_160,C:46°,C,C,nan,I+T_perp
mv_161,A,A,C,nan,I+T_perp
mv_162,A,A,C,nan,I+T_perp
mv_163,A,A,C,nan,I+T_perp
mv_165,D,D,C,nan,I+T_perp
mv_166,D,D,C,nan,I+T_perp
mv_167,A,A,C,nan,I+T_perp
mv_168,A,A,C,nan,I+T_perp
mv_170,A,A,C,nan,I+T_perp
mv_171,A,A,C,nan,I+T_perp
mv_172,A,A,C,nan,I+T_perp
mv_173,A,A,C,nan,I+T_perp
mv_175,D,D,A,nan,I+T_perp
mv_176,C:.40°,C,A,nan,I+T_perp
mv_177,D,D,A,nan,I+T_perp
mv_178,D,D,A,nan,I+T_perp
mv_180,A,A,A,nan,I+T_perp
mv_181,A,A,A,nan,I+T_perp
mv_182,A,A,A,nan,I+T_perp
mv_183,A,A,A,nan,I+T_perp
mv_185,C: 70°,C,A,nan,I+T_perp
mv_186,C: 70°,C,A,nan,I+T_perp
mv_187,C,C,A,nan,I+T_perp
mv_188,C,C,A,nan,I+T_perp
mv_190,D,D,B,nan,I+T_perp
mv_191,D,D,B,nan,I+T_perp
mv_192,D,D,B,nan,I+T_perp
mv_193,A,A,B,nan,I+T_perp
mv_195,A,A,A,nan,I+T_perp
mv_196,A,A,A,nan,I+T_perp
mv_197,A,A,A,nan,I+T_perp
mv_198,A,A,A,nan,I+T_perp
mv_200,D,D,D,nan,I+T_perp
mv_201,D,D,D,nan,I+T_perp
mv_202,D,D,D,nan,I+T_perp
mv_203,D,D,D,nan,I+T_perp
mv_205,B,B,B,nan,I+T_perp
mv_206,B,B,B,nan,I+T_perp
mv_207,A,A,B,nan,I+T_perp
mv_208,C,C,B,nan,I+T_perp
mv_210,C,C,A,nan,I+T_perp
mv_211,C,C,A,nan,I+T_perp
mv_212,D,D,A,nan,I+T_perp
mv_213,A,A,A,nan,I+T_perp
mv_215,A,A,A,nan,I+T_perp
mv_216,A,A,A,nan,I+T_perp
mv_217,A,A,A,nan,I+T_perp
mv_218,A,A,A,nan,I+T_perp
mv_220,A,A,B,nan,I+T_perp
mv_221,A,A,B,nan,I+T_perp
mv_222,A,A,B,nan,I+T_perp
mv_223,A,A,B,nan,I+T_perp
mv_225,C,C,D,nan,I+T_perp
mv_226,C,C,D,nan,I+T_perp
mv_227,C,C,D,nan,I+T_perp
mv_228,C,C,D,nan,I+T_perp
mv_230,B,B,B,nan,I+T_perp
mv_231,B,B,B,nan,I+T_perp
mv_232,B,B,B,nan,I+T_perp
mv_233,B,B,B,nan,I+T_perp
mv_235,C:100°,C,D,nan,I+T_perp
mv_236,C,C,D,nan,I+T_perp
mv_237,C,C,D,nan,I+T_perp
mv_238,C,C,D,nan,I+T_perp
mv_240,B,B,D,nan,I+T_perp
mv_241,B,B,D,nan,I+T_perp
mv_242,B,B,D,nan,I+T_perp
mv_243,A,A,D,nan,I+T_perp
mv_245,C,C,B,nan,I+T_perp
mv_246,C,C,B,nan,I+T_perp
mv_247,C,C,B,nan,I+T_perp
mv_248,C,C,B,nan,I+T_perp
mv_250,D,D,C,nan,I+T_perp
mv_251,D,D,C,nan,I+T_perp
mv_252,B,B,C,nan,I+T_perp
mv_253,B,B,C,nan,I+T_perp
mv_255,A,A,D,nan,I+T_perp
mv_256,A,A,D,nan,I+T_perp
mv_257,A,A,D,nan,I+T_perp
mv_258,B,B,D,nan,I+T_perp
mv_260,A,A,A,nan,I+T_perp
mv_261,A,A,A,nan,I+T_perp
mv_262,A,A,A,nan,I+T_perp
mv_263,A,A,A,nan,I+T_perp
mv_265,A,A,A,nan,I+T_perp
mv_266,A,A,A,nan,I+T_perp
mv_267,A,A,A,nan,I+T_perp
mv_268,A,A,A,nan,I+T_perp
mv_270,C,C,B,nan,I+T_perp
mv_271,C,C,B,nan,I+T_perp
mv_272,C,C,B,nan,I+T_perp
mv_273,A,A,B,nan,I+T_perp
mv_275,B,B,C,nan,I+T_perp
mv_276,B,B,C,nan,I+T_perp
mv_277,B,B,C,nan,I+T_perp
mv_278,B,B,C,nan,I+T_perp
mv_280,B,B,B,nan,I+T_perp
mv_281,B,B,B,nan,I+T_perp
mv_282,B,B,B,nan,I+T_perp
mv_283,B,B,B,nan,I+T_perp
mv_285,D,D,B,nan,I+T_perp
mv_286,D,D,B,nan,I+T_perp
mv_287,D,D,B,nan,I+T_perp
mv_288,D,D,B,nan,I+T_perp
mv_290,D,D,A,nan,I+T_perp
mv_291,D,D,A,nan,I+T_perp
mv_292,D,D,A,nan,I+T_perp
mv_293,B,B,A,nan,I+T_perp
mv_295,A,A,B,nan,I+T_perp
mv_296,A,A,B,nan,I+T_perp
mv_297,None,None,B,nan,I+T_perp
mv_298,B,B,B,nan,I+T_perp
mv_300,A,A,B,nan,I+T_perp
mv_301,A,A,B,nan,I+T_perp
mv_302,A,A,B,nan,I+T_perp
mv_303,A,A,B,nan,I+T_perp
mv_305,D,D,B,nan,I+T_perp
mv_306,B,B,B,nan,I+T_perp
mv_307,B,B,B,nan,I+T_perp
mv_308,B,B,B,nan,I+T_perp
mv_310,B,B,A,nan,I+T_perp
mv_311,A,A,A,nan,I+T_perp
mv_312,A,A,A,nan,I+T_perp
mv_313,A,A,A,nan,I+T_perp
mv_315,D,D,A,nan,I+T_perp
mv_316,D,D,A,nan,I+T_perp
mv_317,D,D,A,nan,I+T_perp
mv_318,D,D,A,nan,I+T_perp
mv_320,A,A,D,nan,I+T_perp
mv_321,A,A,D,nan,I+T_perp
mv_322,C,C,D,nan,I+T_perp
mv_323,A,A,D,nan,I+T_perp
mv_325,C,C,B,nan,I+T_perp
mv_326,C,C,B,nan,I+T_perp
mv_327,C,C,B,nan,I+T_perp
mv_328,B,B,B,nan,I+T_perp
mv_330,A,A,B,nan,I+T_perp
mv_331,A,A,B,nan,I+T_perp
mv_332,A,A,B,nan,I+T_perp
mv_333,A,A,B,nan,I+T_perp
mv_335,D,D,C,nan,I+T_perp
mv_336,D,D,C,nan,I+T_perp
mv_337,D,D,C,nan,I+T_perp
mv_338,D,D,C,nan,I+T_perp
mv_340,B,B,B,nan,I+T_perp
mv_341,B,B,B,nan,I+T_perp
mv_342,A,A,B,nan,I+T_perp
mv_343,A,A,B,nan,I+T_perp
mv_345,A,A,C,nan,I+T_perp
mv_346,A,A,C,nan,I+T_perp
mv_347,D,D,C,nan,I+T_perp
mv_348,A,A,C,nan,I+T_perp
mv_350,A,A,C,nan,I+T_perp
mv_351,A,A,C,nan,I+T_perp
mv_352,A,A,C,nan,I+T_perp
mv_353,A,A,C,nan,I+T_perp
mv_355,D,D,B,nan,I+T_perp
mv_356,D,D,B,nan,I+T_perp
mv_357,D,D,B,nan,I+T_perp
mv_358,D,D,B,nan,I+T_perp
mv_360,C,C,A,nan,I+T_perp
mv_361,C,C,A,nan,I+T_perp
mv_362,A,A,A,nan,I+T_perp
mv_363,C,C,A,nan,I+T_perp
mv_365,A,A,B,nan,I+T_perp
mv_366,A,A,B,nan,I+T_perp
mv_367,A,A,B,nan,I+T_perp
mv_368,A,A,B,nan,I+T_perp
mv_370,A,A,B,nan,I+T_perp
mv_371,A,A,B,nan,I+T_perp
mv_372,A,A,B,nan,I+T_perp
mv_373,A,A,B,nan,I+T_perp
mv_375,C,C,A,nan,I+T_perp
mv_376,A,A,A,nan,I+T_perp
mv_377,A,A,A,nan,I+T_perp
mv_378,A,A,A,nan,I+T_perp
mv_380,A,A,C,nan,I+T_perp
mv_381,A,A,C,nan,I+T_perp
mv_382,A,A,C,nan,I+T_perp
mv_383,A,A,C,nan,I+T_perp
mv_385,A,A,B,nan,I+T_perp
mv_386,A,A,B,nan,I+T_perp
mv_387,None,None,B,nan,I+T_perp
mv_388,A,A,B,nan,I+T_perp
mv_390,B,B,D,nan,I+T_perp
mv_391,B,B,D,nan,I+T_perp
mv_392,B,B,D,nan,I+T_perp
mv_393,B,B,D,nan,I+T_perp
mv_395,D,D,C,nan,I+T_perp
mv_396,D,D,C,nan,I+T_perp
mv_397,D,D,C,nan,I+T_perp
mv_398,D,D,C,nan,I+T_perp
mv_400,A,A,D,nan,I+T_perp
mv_401,A,A,D,nan,I+T_perp
mv_402,A,A,D,nan,I+T_perp
mv_403,B,B,D,nan,I+T_perp
mv_405,A,A,C,nan,I+T_perp
mv_406,A,A,C,nan,I+T_perp
mv_407,A,A,C,nan,I+T_perp
mv_408,A,A,C,nan,I+T_perp
mv_410,D,D,A,nan,I+T_perp
mv_411,D,D,A,nan,I+T_perp
mv_412,D,D,A,nan,I+T_perp
mv_413,D,D,A,nan,I+T_perp
mv_415,A,A,C,nan,I+T_perp
mv_416,A,A,C,nan,I+T_perp
mv_417,A,A,C,nan,I+T_perp
mv_418,A,A,C,nan,I+T_perp
mv_420,D,D,D,nan,I+T_perp
mv_421,D,D,D,nan,I+T_perp
mv_422,D,D,D,nan,I+T_perp
mv_423,D,D,D,nan,I+T_perp
mv_425,B,B,B,nan,I+T_perp
mv_426,B,B,B,nan,I+T_perp
mv_427,B,B,B,nan,I+T_perp
mv_428,B,B,B,nan,I+T_perp
mv_430,D,D,A,nan,I+T_perp
mv_431,D,D,A,nan,I+T_perp
mv_432,D,D,A,nan,I+T_perp
mv_433,D,D,A,nan,I+T_perp
mv_435,A,A,A,nan,I+T_perp
mv_436,B,B,A,nan,I+T_perp
mv_437,B,B,A,nan,I+T_perp
mv_438,A,A,A,nan,I+T_perp
mv_440,B,B,D,nan,I+T_perp
mv_441,B,B,D,nan,I+T_perp
mv_442,B,B,D,nan,I+T_perp
mv_443,B,B,D,nan,I+T_perp
mv_445,A,A,C,nan,I+T_perp
mv_446,A,A,C,nan,I+T_perp
mv_447,A,A,C,nan,I+T_perp
mv_448,A,A,C,nan,I+T_perp
mv_450,C,C,B,nan,I+T_perp
mv_451,C,C,B,nan,I+T_perp
mv_452,C,C,B,nan,I+T_perp
mv_453,C,C,B,nan,I+T_perp
mv_455,A,A,B,nan,I+T_perp
mv_456,A,A,B,nan,I+T_perp
mv_457,A,A,B,nan,I+T_perp
mv_458,D,D,B,nan,I+T_perp
mv_460,A,A,A,nan,I+T_perp
mv_461,A,A,A,nan,I+T_perp
mv_462,A,A,A,nan,I+T_perp
mv_463,A,A,A,nan,I+T_perp
mv_465,C,C,A,nan,I+T_perp
mv_466,B,B,A,nan,I+T_perp
mv_467,B,B,A,nan,I+T_perp
mv_468,B,B,A,nan,I+T_perp
mv_470,B,B,C,nan,I+T_perp
mv_471,A,A,C,nan,I+T_perp
mv_472,A,A,C,nan,I+T_perp
mv_473,C,C,C,nan,I+T_perp
mv_475,A,A,C,nan,I+T_perp
mv_476,A,A,C,nan,I+T_perp
mv_477,A,A,C,nan,I+T_perp
mv_478,B,B,C,nan,I+T_perp
mv_480,B,B,C,nan,I+T_perp
mv_481,B,B,C,nan,I+T_perp
mv_482,None,None,C,nan,I+T_perp
mv_483,B,B,C,nan,I+T_perp
mv_485,A,A,B,nan,I+T_perp
mv_486,A,A,B,nan,I+T_perp
mv_487,A,A,B,nan,I+T_perp
mv_488,A,A,B,nan,I+T_perp
mv_490,A,A,C,nan,I+T_perp
mv_491,A,A,C,nan,I+T_perp
mv_492,A,A,C,nan,I+T_perp
mv_493,A,A,C,nan,I+T_perp
mv_495,A,A,D,nan,I+T_perp
mv_496,A,A,D,nan,I+T_perp
mv_497,A,A,D,nan,I+T_perp
mv_498,A,A,D,nan,I+T_perp
mv_500,C:27°,C,C,nan,I+T_perp
mv_501,C,C,C,nan,I+T_perp
mv_502,C,C,C,nan,I+T_perp
mv_503,C:27°,C,C,nan,I+T_perp
mv_505,B: \frac{20}{3},B,C,nan,I+T_perp
mv_506,B: \frac{20}{3},B,C,nan,I+T_perp
mv_507,B: \frac{20}{3},B,C,nan,I+T_perp
mv_508,B: \frac{20}{3},B,C,nan,I+T_perp
mv_510,D,D,A,nan,I+T_perp
mv_511,D,D,A,nan,I+T_perp
mv_512,D,D,A,nan,I+T_perp
mv_513,D,D,A,nan,I+T_perp
mv_515,B,B,A,nan,I+T_perp
mv_516,B,B,A,nan,I+T_perp
mv_517,C:5√{2},C,A,nan,I+T_perp
mv_518,C,C,A,nan,I+T_perp
mv_520,C:16°,C,B,nan,I+T_perp
mv_521,C,C,B,nan,I+T_perp
mv_522,C,C,B,nan,I+T_perp
mv_523,C:16°,C,B,nan,I+T_perp
mv_525,D,D,B,nan,I+T_perp
mv_526,C,C,B,nan,I+T_perp
mv_527,C,C,B,nan,I+T_perp
mv_528,C,C,B,nan,I+T_perp
mv_530,B,B,C,nan,I+T_perp
mv_531,None,None,C,nan,I+T_perp
mv_532,None,None,C,nan,I+T_perp
mv_533,B,B,C,nan,I+T_perp
mv_535,D,D,D,nan,I+T_perp
mv_536,D,D,D,nan,I+T_perp
mv_537,D,D,D,nan,I+T_perp
mv_538,A,A,D,nan,I+T_perp
mv_540,A,A,B,nan,I+T_perp
mv_541,A,A,B,nan,I+T_perp
mv_542,A,A,B,nan,I+T_perp
mv_543,A,A,B,nan,I+T_perp
mv_545,D,D,B,nan,I+T_perp
mv_546,D,D,B,nan,I+T_perp
mv_547,D,D,B,nan,I+T_perp
mv_548,D,D,B,nan,I+T_perp
mv_550,C:27°,C,C,nan,I+T_perp
mv_551,C:27°,C,C,nan,I+T_perp
mv_552,C,C,C,nan,I+T_perp
mv_553,C,C,C,nan,I+T_perp
mv_555,A,A,A,nan,I+T_perp
mv_556,A,A,A,nan,I+T_perp
mv_557,A,A,A,nan,I+T_perp
mv_558,A,A,A,nan,I+T_perp
mv_560,C,C,A,nan,I+T_perp
mv_561,C,C,A,nan,I+T_perp
mv_562,C,C,A,nan,I+T_perp
mv_563,C,C,A,nan,I+T_perp
mv_565,B:πcm²,B,C,nan,I+T_perp
mv_566,B,B,C,nan,I+T_perp
mv_567,B,B,C,nan,I+T_perp
mv_568,B:πcm²,B,C,nan,I+T_perp
mv_570,A,A,C,nan,I+T_perp
mv_571,A,A,C,nan,I+T_perp
mv_572,A,A,C,nan,I+T_perp
mv_573,A,A,C,nan,I+T_perp
mv_575,D,D,B,nan,I+T_perp
mv_576,D,D,B,nan,I+T_perp
mv_577,D,D,B,nan,I+T_perp
mv_578,D,D,B,nan,I+T_perp
mv_580,None,None,B,nan,I+T_perp
mv_581,B,B,B,nan,I+T_perp
mv_582,B,B,B,nan,I+T_perp
mv_583,B,B,B,nan,I+T_perp
mv_585,A,A,C,nan,I+T_perp
mv_586,A,A,C,nan,I+T_perp
mv_587,A,A,C,nan,I+T_perp
mv_588,A,A,C,nan,I+T_perp
mv_590,A,A,A,nan,I+T_perp
mv_591,C,C,A,nan,I+T_perp
mv_592,C,C,A,nan,I+T_perp
mv_593,A,A,A,nan,I+T_perp
mv_595,C,C,B,nan,I+T_perp
mv_596,C,C,B,nan,I+T_perp
mv_597,C,C,B,nan,I+T_perp
mv_598,C,C,B,nan,I+T_perp
mv_600,B:70πcm^{2},B,C,nan,I+T_perp
mv_601,B,B,C,nan,I+T_perp
mv_602,B,B,C,nan,I+T_perp
mv_603,C,C,C,nan,I+T_perp
mv_605,A,A,D,nan,I+T_perp
mv_606,A,A,D,nan,I+T_perp
mv_607,A,A,D,nan,I+T_perp
mv_608,A,A,D,nan,I+T_perp
mv_610,A,A,B,nan,I+T_perp
mv_611,A,A,B,nan,I+T_perp
mv_612,A,A,B,nan,I+T_perp
mv_613,A,A,B,nan,I+T_perp
mv_615,A,A,B,nan,I+T_perp
mv_616,A,A,B,nan,I+T_perp
mv_617,A,A,B,nan,I+T_perp
mv_618,A,A,B,nan,I+T_perp
mv_620,B,B,C,nan,I+T_perp
mv_621,B,B,C,nan,I+T_perp
mv_622,B,B,C,nan,I+T_perp
mv_623,B,B,C,nan,I+T_perp
mv_625,A,A,A,nan,I+T_perp
mv_626,A,A,A,nan,I+T_perp
mv_627,A,A,A,nan,I+T_perp
mv_628,A,A,A,nan,I+T_perp
mv_630,A,A,C,nan,I+T_perp
mv_631,D,D,C,nan,I+T_perp
mv_632,D,D,C,nan,I+T_perp
mv_633,B,B,C,nan,I+T_perp
mv_635,D,D,B,nan,I+T_perp
mv_636,D,D,B,nan,I+T_perp
mv_637,D,D,B,nan,I+T_perp
mv_638,D,D,B,nan,I+T_perp
mv_640,C,C,C,nan,I+T_perp
mv_641,C,C,C,nan,I+T_perp
mv_642,C,C,C,nan,I+T_perp
mv_643,A,A,C,nan,I+T_perp
mv_645,B,B,B,nan,I+T_perp
mv_646,B,B,B,nan,I+T_perp
mv_647,B,B,B,nan,I+T_perp
mv_648,B,B,B,nan,I+T_perp
mv_650,B:2√{10},B,D,nan,I+T_perp
mv_651,B:2√{10},B,D,nan,I+T_perp
mv_652,B:2√{10},B,D,nan,I+T_perp
mv_653,B,B,D,nan,I+T_perp
mv_655,B:9.6米,B,D,nan,I+T_perp
mv_656,A,A,D,nan,I+T_perp
mv_657,A,A,D,nan,I+T_perp
mv_658,B,B,D,nan,I+T_perp
mv_660,A,A,B,nan,I+T_perp
mv_661,C,C,B,nan,I+T_perp
mv_662,C,C,B,nan,I+T_perp
mv_663,B,B,B,nan,I+T_perp
mv_665,D,D,B,nan,I+T_perp
mv_666,D,D,B,nan,I+T_perp
mv_667,D,D,B,nan,I+T_perp
mv_668,D,D,B,nan,I+T_perp
mv_670,C,C,C,nan,I+T_perp
mv_671,C,C,C,nan,I+T_perp
mv_672,C,C,C,nan,I+T_perp
mv_673,C,C,C,nan,I+T_perp
mv_675,B,B,A,nan,I+T_perp
mv_676,B,B,A,nan,I+T_perp
mv_677,B,B,A,nan,I+T_perp
mv_678,B,B,A,nan,I+T_perp
mv_680,C,C,A,nan,I+T_perp
mv_681,B,B,A,nan,I+T_perp
mv_682,B,B,A,nan,I+T_perp
mv_683,B,B,A,nan,I+T_perp
mv_685,A,A,C,nan,I+T_perp
mv_686,A,A,C,nan,I+T_perp
mv_687,A,A,C,nan,I+T_perp
mv_688,A,A,C,nan,I+T_perp
mv_690,D,D,D,nan,I+T_perp
mv_691,D,D,D,nan,I+T_perp
mv_692,D,D,D,nan,I+T_perp
mv_693,A,A,D,nan,I+T_perp
mv_695,A,A,A,nan,I+T_perp
mv_696,A,A,A,nan,I+T_perp
mv_697,A,A,A,nan,I+T_perp
mv_698,A,A,A,nan,I+T_perp
mv_700,D,D,A,nan,I+T_perp
mv_701,D,D,A,nan,I+T_perp
mv_702,D,D,A,nan,I+T_perp
mv_703,C,C,A,nan,I+T_perp
mv_705,A,A,A,nan,I+T_perp
mv_706,A,A,A,nan,I+T_perp
mv_707,A,A,A,nan,I+T_perp
mv_708,A,A,A,nan,I+T_perp
mv_710,A,A,A,nan,I+T_perp
mv_711,A,A,A,nan,I+T_perp
mv_712,A,A,A,nan,I+T_perp
mv_713,A,A,A,nan,I+T_perp
mv_715,A,A,D,nan,I+T_perp
mv_716,A,A,D,nan,I+T_perp
mv_717,A,A,D,nan,I+T_perp
mv_718,A,A,D,nan,I+T_perp
mv_720,A,A,B,nan,I+T_perp
mv_721,A,A,B,nan,I+T_perp
mv_722,A,A,B,nan,I+T_perp
mv_723,A,A,B,nan,I+T_perp
mv_725,A,A,B,nan,I+T_perp
mv_726,A,A,B,nan,I+T_perp
mv_727,A,A,B,nan,I+T_perp
mv_728,A,A,B,nan,I+T_perp
mv_730,A,A,D,nan,I+T_perp
mv_731,A,A,D,nan,I+T_perp
mv_732,A,A,D,nan,I+T_perp
mv_733,C,C,D,nan,I+T_perp
mv_735,C,C,A,nan,I+T_perp
mv_736,C,C,A,nan,I+T_perp
mv_737,C,C,A,nan,I+T_perp
mv_738,A,A,A,nan,I+T_perp
mv_740,C,C,A,nan,I+T_perp
mv_741,C,C,A,nan,I+T_perp
mv_742,C,C,A,nan,I+T_perp
mv_743,C,C,A,nan,I+T_perp
mv_745,A,A,C,nan,I+T_perp
mv_746,A,A,C,nan,I+T_perp
mv_747,A,A,C,nan,I+T_perp
mv_748,A,A,C,nan,I+T_perp
mv_750,A,A,B,nan,I+T_perp
mv_751,A,A,B,nan,I+T_perp
mv_752,A,A,B,nan,I+T_perp
mv_753,A,A,B,nan,I+T_perp
mv_755,None,None,B,nan,I+T_perp
mv_756,D,D,B,nan,I+T_perp
mv_757,D,D,B,nan,I+T_perp
mv_758,A,A,B,nan,I+T_perp
mv_760,C:1.86m,C,A,nan,I+T_perp
mv_761,C:1.86m,C,A,nan,I+T_perp
mv_762,C:1.86m,C,A,nan,I+T_perp
mv_763,C,C,A,nan,I+T_perp
mv_765,A,A,C,nan,I+T_perp
mv_766,A,A,C,nan,I+T_perp
mv_767,A,A,C,nan,I+T_perp
mv_768,A,A,C,nan,I+T_perp
mv_770,A,A,C,nan,I+T_perp
mv_771,A,A,C,nan,I+T_perp
mv_772,A,A,C,nan,I+T_perp
mv_773,C,C,C,nan,I+T_perp
mv_775,None,None,B,nan,I+T_perp
mv_776,D,D,B,nan,I+T_perp
mv_777,D,D,B,nan,I+T_perp
mv_778,D,D,B,nan,I+T_perp
mv_780,A,A,A,nan,I+T_perp
mv_781,B,B,A,nan,I+T_perp
mv_782,B,B,A,nan,I+T_perp
mv_783,B,B,A,nan,I+T_perp
mv_785,A,A,C,nan,I+T_perp
mv_786,B,B,C,nan,I+T_perp
mv_787,B,B,C,nan,I+T_perp
mv_788,A,A,C,nan,I+T_perp
mv_790,A,A,A,nan,I+T_perp
mv_791,A,A,A,nan,I+T_perp
mv_792,A,A,A,nan,I+T_perp
mv_793,A,A,A,nan,I+T_perp
mv_795,None,None,D,nan,I+T_perp
mv_796,B,B,D,nan,I+T_perp
mv_797,B,B,D,nan,I+T_perp
mv_798,B,B,D,nan,I+T_perp
mv_800,C,C,B,nan,I+T_perp
mv_801,C,C,B,nan,I+T_perp
mv_802,C,C,B,nan,I+T_perp
mv_803,C,C,B,nan,I+T_perp
mv_805,A,A,C,nan,I+T_perp
mv_806,A,A,C,nan,I+T_perp
mv_807,A,A,C,nan,I+T_perp
mv_808,A,A,C,nan,I+T_perp
mv_810,C,C,B,nan,I+T_perp
mv_811,B,B,B,nan,I+T_perp
mv_812,B,B,B,nan,I+T_perp
mv_813,B,B,B,nan,I+T_perp
mv_815,C:\frac{3}{5},C,C,nan,I+T_perp
mv_816,C:\frac{3}{5},C,C,nan,I+T_perp
