item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_123,A,A,D,nan,I+T_masked
mv_125,A,A,C,nan,I+T_masked
mv_126,C,C,C,nan,I+T_masked
mv_127,C,C,C,nan,I+T_masked
mv_128,A,A,C,nan,I+T_masked
mv_130,A,A,A,nan,I+T_masked
mv_131,A,A,A,nan,I+T_masked
mv_132,A,A,A,nan,I+T_masked
mv_133,A,A,A,nan,I+T_masked
mv_135,A,A,B,nan,I+T_masked
mv_136,A,A,B,nan,I+T_masked
mv_137,A,A,B,nan,I+T_masked
mv_138,A,A,B,nan,I+T_masked
mv_140,A,A,C,nan,I+T_masked
mv_141,A,A,C,nan,I+T_masked
mv_142,A,A,C,nan,I+T_masked
mv_143,C,C,C,nan,I+T_masked
mv_145,A,A,C,nan,I+T_masked
mv_146,C,C,C,nan,I+T_masked
mv_147,A,A,C,nan,I+T_masked
mv_148,C,C,C,nan,I+T_masked
mv_150,A,A,B,nan,I+T_masked
mv_151,A,A,B,nan,I+T_masked
mv_152,A,A,B,nan,I+T_masked
mv_153,A,A,B,nan,I+T_masked
mv_155,A,A,C,nan,I+T_masked
mv_156,A,A,C,nan,I+T_masked
mv_157,A,A,C,nan,I+T_masked
mv_158,C,C,C,nan,I+T_masked
mv_160,A,A,C,nan,I+T_masked
mv_161,A,A,C,nan,I+T_masked
mv_162,A,A,C,nan,I+T_masked
mv_163,A,A,C,nan,I+T_masked
mv_165,A,A,C,nan,I+T_masked
mv_166,A,A,C,nan,I+T_masked
mv_167,A,A,C,nan,I+T_masked
mv_168,A,A,C,nan,I+T_masked
mv_170,A,A,C,nan,I+T_masked
mv_171,A,A,C,nan,I+T_masked
mv_172,A,A,C,nan,I+T_masked
mv_173,A,A,C,nan,I+T_masked
mv_175,A,A,A,nan,I+T_masked
mv_176,C,C,A,nan,I+T_masked
mv_177,C,C,A,nan,I+T_masked
mv_178,C,C,A,nan,I+T_masked
mv_180,A,A,A,nan,I+T_masked
mv_181,A,A,A,nan,I+T_masked
mv_182,C,C,A,nan,I+T_masked
mv_183,A,A,A,nan,I+T_masked
mv_185,A,A,A,nan,I+T_masked
mv_186,A,A,A,nan,I+T_masked
mv_187,A,A,A,nan,I+T_masked
mv_188,A,A,A,nan,I+T_masked
mv_190,A,A,B,nan,I+T_masked
mv_191,A,A,B,nan,I+T_masked
mv_192,A,A,B,nan,I+T_masked
mv_193,A,A,B,nan,I+T_masked
mv_195,A,A,A,nan,I+T_masked
mv_196,A,A,A,nan,I+T_masked
mv_197,A,A,A,nan,I+T_masked
mv_198,C,C,A,nan,I+T_masked
mv_200,A,A,D,nan,I+T_masked
mv_201,A,A,D,nan,I+T_masked
mv_202,A,A,D,nan,I+T_masked
mv_203,125,125,D,nan,I+T_masked
mv_205,C,C,B,nan,I+T_masked
mv_206,C,C,B,nan,I+T_masked
mv_207,C,C,B,nan,I+T_masked
mv_208,A,A,B,nan,I+T_masked
mv_210,A,A,A,nan,I+T_masked
mv_211,A,A,A,nan,I+T_masked
mv_212,A,A,A,nan,I+T_masked
mv_213,A,A,A,nan,I+T_masked
mv_215,B,B,A,nan,I+T_masked
mv_216,A,A,A,nan,I+T_masked
mv_217,C,C,A,nan,I+T_masked
mv_218,B,B,A,nan,I+T_masked
mv_220,A,A,B,nan,I+T_masked
mv_221,A,A,B,nan,I+T_masked
mv_222,A,A,B,nan,I+T_masked
mv_223,A,A,B,nan,I+T_masked
mv_225,A,A,D,nan,I+T_masked
mv_226,A,A,D,nan,I+T_masked
mv_227,A,A,D,nan,I+T_masked
mv_228,A,A,D,nan,I+T_masked
mv_230,B,B,B,nan,I+T_masked
mv_231,C,C,B,nan,I+T_masked
mv_232,C,C,B,nan,I+T_masked
mv_233,A,A,B,nan,I+T_masked
mv_235,A,A,D,nan,I+T_masked
mv_236,C,C,D,nan,I+T_masked
mv_237,C,C,D,nan,I+T_masked
mv_238,A,A,D,nan,I+T_masked
mv_240,C,C,D,nan,I+T_masked
mv_241,C,C,D,nan,I+T_masked
mv_242,A,A,D,nan,I+T_masked
mv_243,A,A,D,nan,I+T_masked
mv_245,A,A,B,nan,I+T_masked
mv_246,A,A,B,nan,I+T_masked
mv_247,A,A,B,nan,I+T_masked
mv_248,A,A,B,nan,I+T_masked
mv_250,A,A,C,nan,I+T_masked
mv_251,A,A,C,nan,I+T_masked
mv_252,A,A,C,nan,I+T_masked
mv_253,A,A,C,nan,I+T_masked
mv_255,A,A,D,nan,I+T_masked
mv_256,A,A,D,nan,I+T_masked
mv_257,A,A,D,nan,I+T_masked
mv_258,C,C,D,nan,I+T_masked
mv_260,A,A,A,nan,I+T_masked
mv_261,A,A,A,nan,I+T_masked
mv_262,A,A,A,nan,I+T_masked
mv_263,C,C,A,nan,I+T_masked
mv_265,A,A,A,nan,I+T_masked
mv_266,A,A,A,nan,I+T_masked
mv_267,A,A,A,nan,I+T_masked
mv_268,C,C,A,nan,I+T_masked
mv_270,B,B,B,nan,I+T_masked
mv_271,B,B,B,nan,I+T_masked
mv_272,A,A,B,nan,I+T_masked
mv_273,A,A,B,nan,I+T_masked
mv_275,A,A,C,nan,I+T_masked
mv_276,A,A,C,nan,I+T_masked
mv_277,A,A,C,nan,I+T_masked
mv_278,C,C,C,nan,I+T_masked
mv_280,A,A,B,nan,I+T_masked
mv_281,A,A,B,nan,I+T_masked
mv_282,A,A,B,nan,I+T_masked
mv_283,A,A,B,nan,I+T_masked
mv_285,A,A,B,nan,I+T_masked
mv_286,A,A,B,nan,I+T_masked
mv_287,A,A,B,nan,I+T_masked
mv_288,A,A,B,nan,I+T_masked
mv_290,A,A,A,nan,I+T_masked
mv_291,A,A,A,nan,I+T_masked
mv_292,A,A,A,nan,I+T_masked
mv_293,A,A,A,nan,I+T_masked
mv_295,A,A,B,nan,I+T_masked
mv_296,A,A,B,nan,I+T_masked
mv_297,A,A,B,nan,I+T_masked
mv_298,45,45,B,nan,I+T_masked
mv_300,A,A,B,nan,I+T_masked
mv_301,A,A,B,nan,I+T_masked
mv_302,A,A,B,nan,I+T_masked
mv_303,A,A,B,nan,I+T_masked
mv_305,A,A,B,nan,I+T_masked
mv_306,A,A,B,nan,I+T_masked
mv_307,A,A,B,nan,I+T_masked
mv_308,A,A,B,nan,I+T_masked
mv_310,A,A,A,nan,I+T_masked
mv_311,A,A,A,nan,I+T_masked
mv_312,A,A,A,nan,I+T_masked
mv_313,B,B,A,nan,I+T_masked
mv_315,C,C,A,nan,I+T_masked
mv_316,C,C,A,nan,I+T_masked
mv_317,C,C,A,nan,I+T_masked
mv_318,C,C,A,nan,I+T_masked
mv_320,C,C,D,nan,I+T_masked
mv_321,C,C,D,nan,I+T_masked
mv_322,C,C,D,nan,I+T_masked
mv_323,C,C,D,nan,I+T_masked
mv_325,A,A,B,nan,I+T_masked
mv_326,A,A,B,nan,I+T_masked
mv_327,A,A,B,nan,I+T_masked
mv_328,A,A,B,nan,I+T_masked
mv_330,A,A,B,nan,I+T_masked
mv_331,A,A,B,nan,I+T_masked
mv_332,A,A,B,nan,I+T_masked
mv_333,A,A,B,nan,I+T_masked
mv_335,A,A,C,nan,I+T_masked
mv_336,A,A,C,nan,I+T_masked
mv_337,A,A,C,nan,I+T_masked
mv_338,A,A,C,nan,I+T_masked
mv_340,A,A,B,nan,I+T_masked
mv_341,A,A,B,nan,I+T_masked
mv_342,A,A,B,nan,I+T_masked
mv_343,C,C,B,nan,I+T_masked
mv_345,A,A,C,nan,I+T_masked
mv_346,A,A,C,nan,I+T_masked
mv_347,A,A,C,nan,I+T_masked
mv_348,A,A,C,nan,I+T_masked
mv_350,A,A,C,nan,I+T_masked
mv_351,A,A,C,nan,I+T_masked
mv_352,C,C,C,nan,I+T_masked
mv_353,C,C,C,nan,I+T_masked
mv_355,A,A,B,nan,I+T_masked
mv_356,A,A,B,nan,I+T_masked
mv_357,A,A,B,nan,I+T_masked
mv_358,16,16,B,nan,I+T_masked
mv_360,B,B,A,nan,I+T_masked
mv_361,B,B,A,nan,I+T_masked
mv_362,B,B,A,nan,I+T_masked
mv_363,A,A,A,nan,I+T_masked
mv_365,A,A,B,nan,I+T_masked
mv_366,A,A,B,nan,I+T_masked
mv_367,A,A,B,nan,I+T_masked
mv_368,A,A,B,nan,I+T_masked
mv_370,A,A,B,nan,I+T_masked
mv_371,A,A,B,nan,I+T_masked
mv_372,A,A,B,nan,I+T_masked
mv_373,C,C,B,nan,I+T_masked
mv_375,A,A,A,nan,I+T_masked
mv_376,A,A,A,nan,I+T_masked
mv_377,A,A,A,nan,I+T_masked
mv_378,A,A,A,nan,I+T_masked
mv_380,A,A,C,nan,I+T_masked
mv_381,A,A,C,nan,I+T_masked
mv_382,A,A,C,nan,I+T_masked
mv_383,A,A,C,nan,I+T_masked
mv_385,A,A,B,nan,I+T_masked
mv_386,A,A,B,nan,I+T_masked
mv_387,A,A,B,nan,I+T_masked
mv_388,A,A,B,nan,I+T_masked
mv_390,B,B,D,nan,I+T_masked
mv_391,A,A,D,nan,I+T_masked
mv_392,A,A,D,nan,I+T_masked
mv_393,20,20,D,nan,I+T_masked
mv_395,C,C,C,nan,I+T_masked
mv_396,C,C,C,nan,I+T_masked
mv_397,C,C,C,nan,I+T_masked
mv_398,C,C,C,nan,I+T_masked
mv_400,C,C,D,nan,I+T_masked
mv_401,A,A,D,nan,I+T_masked
mv_402,A,A,D,nan,I+T_masked
mv_403,C,C,D,nan,I+T_masked
mv_405,A,A,C,nan,I+T_masked
mv_406,A,A,C,nan,I+T_masked
mv_407,A,A,C,nan,I+T_masked
mv_408,A,A,C,nan,I+T_masked
mv_410,A,A,A,nan,I+T_masked
mv_411,A,A,A,nan,I+T_masked
mv_412,A,A,A,nan,I+T_masked
mv_413,A,A,A,nan,I+T_masked
mv_415,B,B,C,nan,I+T_masked
mv_416,B,B,C,nan,I+T_masked
mv_417,B,B,C,nan,I+T_masked
mv_418,B,B,C,nan,I+T_masked
mv_420,A,A,D,nan,I+T_masked
mv_421,B,B,D,nan,I+T_masked
mv_422,B,B,D,nan,I+T_masked
mv_423,C,C,D,nan,I+T_masked
mv_425,B,B,B,nan,I+T_masked
mv_426,B,B,B,nan,I+T_masked
mv_427,B,B,B,nan,I+T_masked
mv_428,B,B,B,nan,I+T_masked
mv_430,A,A,A,nan,I+T_masked
mv_431,A,A,A,nan,I+T_masked
mv_432,A,A,A,nan,I+T_masked
mv_433,C,C,A,nan,I+T_masked
mv_435,A,A,A,nan,I+T_masked
mv_436,A,A,A,nan,I+T_masked
mv_437,A,A,A,nan,I+T_masked
mv_438,110,110,A,nan,I+T_masked
mv_440,A,A,D,nan,I+T_masked
mv_441,A,A,D,nan,I+T_masked
mv_442,A,A,D,nan,I+T_masked
mv_443,C,C,D,nan,I+T_masked
mv_445,C,C,C,nan,I+T_masked
mv_446,C,C,C,nan,I+T_masked
mv_447,C,C,C,nan,I+T_masked
mv_448,C,C,C,nan,I+T_masked
mv_450,A,A,B,nan,I+T_masked
mv_451,A,A,B,nan,I+T_masked
mv_452,A,A,B,nan,I+T_masked
mv_453,A,A,B,nan,I+T_masked
mv_455,A,A,B,nan,I+T_masked
mv_456,A,A,B,nan,I+T_masked
mv_457,A,A,B,nan,I+T_masked
mv_458,A,A,B,nan,I+T_masked
mv_460,A,A,A,nan,I+T_masked
mv_461,A,A,A,nan,I+T_masked
mv_462,A,A,A,nan,I+T_masked
mv_463,C,C,A,nan,I+T_masked
mv_465,B,B,A,nan,I+T_masked
mv_466,B,B,A,nan,I+T_masked
mv_467,B,B,A,nan,I+T_masked
mv_468,A,A,A,nan,I+T_masked
mv_470,B,B,C,nan,I+T_masked
mv_471,B,B,C,nan,I+T_masked
mv_472,B,B,C,nan,I+T_masked
mv_473,C,C,C,nan,I+T_masked
mv_475,A,A,C,nan,I+T_masked
mv_476,C,C,C,nan,I+T_masked
mv_477,C,C,C,nan,I+T_masked
mv_478,A,A,C,nan,I+T_masked
mv_480,B,B,C,nan,I+T_masked
mv_481,B,B,C,nan,I+T_masked
mv_482,A,A,C,nan,I+T_masked
mv_483,A,A,C,nan,I+T_masked
mv_485,A,A,B,nan,I+T_masked
mv_486,A,A,B,nan,I+T_masked
mv_487,A,A,B,nan,I+T_masked
mv_488,A,A,B,nan,I+T_masked
mv_490,A,A,C,nan,I+T_masked
mv_491,A,A,C,nan,I+T_masked
mv_492,A,A,C,nan,I+T_masked
mv_493,C,C,C,nan,I+T_masked
mv_495,B,B,D,nan,I+T_masked
mv_496,C,C,D,nan,I+T_masked
mv_497,C,C,D,nan,I+T_masked
mv_498,C,C,D,nan,I+T_masked
mv_500,A,A,C,nan,I+T_masked
mv_501,A,A,C,nan,I+T_masked
mv_502,A,A,C,nan,I+T_masked
mv_503,A,A,C,nan,I+T_masked
mv_505,B,B,C,nan,I+T_masked
mv_506,B,B,C,nan,I+T_masked
mv_507,B,B,C,nan,I+T_masked
mv_508,B,B,C,nan,I+T_masked
mv_510,B,B,A,nan,I+T_masked
mv_511,B,B,A,nan,I+T_masked
mv_512,B,B,A,nan,I+T_masked
mv_513,A,A,A,nan,I+T_masked
mv_515,C,C,A,nan,I+T_masked
mv_516,C,C,A,nan,I+T_masked
mv_517,C,C,A,nan,I+T_masked
mv_518,C,C,A,nan,I+T_masked
mv_520,A,A,B,nan,I+T_masked
mv_521,A,A,B,nan,I+T_masked
mv_522,A,A,B,nan,I+T_masked
mv_523,C,C,B,nan,I+T_masked
mv_525,A,A,B,nan,I+T_masked
mv_526,C,C,B,nan,I+T_masked
mv_527,C,C,B,nan,I+T_masked
mv_528,C,C,B,nan,I+T_masked
mv_530,A,A,C,nan,I+T_masked
mv_531,A,A,C,nan,I+T_masked
mv_532,A,A,C,nan,I+T_masked
mv_533,A,A,C,nan,I+T_masked
mv_535,B,B,D,nan,I+T_masked
mv_536,C,C,D,nan,I+T_masked
mv_537,C,C,D,nan,I+T_masked
mv_538,C,C,D,nan,I+T_masked
mv_540,A,A,B,nan,I+T_masked
mv_541,A,A,B,nan,I+T_masked
mv_542,A,A,B,nan,I+T_masked
mv_543,A,A,B,nan,I+T_masked
mv_545,A,A,B,nan,I+T_masked
mv_546,A,A,B,nan,I+T_masked
mv_547,A,A,B,nan,I+T_masked
mv_548,B,B,B,nan,I+T_masked
mv_550,A,A,C,nan,I+T_masked
mv_551,A,A,C,nan,I+T_masked
mv_552,A,A,C,nan,I+T_masked
mv_553,A,A,C,nan,I+T_masked
mv_555,A,A,A,nan,I+T_masked
mv_556,A,A,A,nan,I+T_masked
mv_557,A,A,A,nan,I+T_masked
mv_558,A,A,A,nan,I+T_masked
mv_560,A,A,A,nan,I+T_masked
mv_561,A,A,A,nan,I+T_masked
mv_562,A,A,A,nan,I+T_masked
mv_563,C,C,A,nan,I+T_masked
mv_565,B,B,C,nan,I+T_masked
mv_566,B,B,C,nan,I+T_masked
mv_567,B,B,C,nan,I+T_masked
mv_568,B,B,C,nan,I+T_masked
mv_570,A,A,C,nan,I+T_masked
mv_571,A,A,C,nan,I+T_masked
mv_572,A,A,C,nan,I+T_masked
mv_573,A,A,C,nan,I+T_masked
mv_575,A,A,B,nan,I+T_masked
mv_576,A,A,B,nan,I+T_masked
mv_577,A,A,B,nan,I+T_masked
mv_578,A,A,B,nan,I+T_masked
mv_580,B,B,B,nan,I+T_masked
mv_581,B,B,B,nan,I+T_masked
mv_582,B,B,B,nan,I+T_masked
mv_583,B,B,B,nan,I+T_masked
mv_585,A,A,C,nan,I+T_masked
mv_586,A,A,C,nan,I+T_masked
mv_587,A,A,C,nan,I+T_masked
mv_588,A,A,C,nan,I+T_masked
mv_590,A,A,A,nan,I+T_masked
mv_591,A,A,A,nan,I+T_masked
mv_592,A,A,A,nan,I+T_masked
mv_593,A,A,A,nan,I+T_masked
mv_595,A,A,B,nan,I+T_masked
mv_596,A,A,B,nan,I+T_masked
mv_597,A,A,B,nan,I+T_masked
mv_598,A,A,B,nan,I+T_masked
mv_600,B,B,C,nan,I+T_masked
mv_601,B,B,C,nan,I+T_masked
mv_602,B,B,C,nan,I+T_masked
mv_603,B,B,C,nan,I+T_masked
mv_605,C,C,D,nan,I+T_masked
mv_606,C,C,D,nan,I+T_masked
mv_607,C,C,D,nan,I+T_masked
mv_608,C,C,D,nan,I+T_masked
mv_610,C,C,B,nan,I+T_masked
mv_611,A,A,B,nan,I+T_masked
mv_612,A,A,B,nan,I+T_masked
mv_613,A,A,B,nan,I+T_masked
mv_615,B,B,B,nan,I+T_masked
mv_616,A,A,B,nan,I+T_masked
mv_617,A,A,B,nan,I+T_masked
mv_618,A,A,B,nan,I+T_masked
mv_620,B,B,C,nan,I+T_masked
mv_621,A,A,C,nan,I+T_masked
mv_622,A,A,C,nan,I+T_masked
mv_623,C,C,C,nan,I+T_masked
mv_625,A,A,A,nan,I+T_masked
mv_626,A,A,A,nan,I+T_masked
mv_627,A,A,A,nan,I+T_masked
mv_628,A,A,A,nan,I+T_masked
mv_630,A,A,C,nan,I+T_masked
mv_631,A,A,C,nan,I+T_masked
mv_632,A,A,C,nan,I+T_masked
mv_633,C,C,C,nan,I+T_masked
mv_635,C,C,B,nan,I+T_masked
mv_636,B,B,B,nan,I+T_masked
mv_637,A,A,B,nan,I+T_masked
mv_638,C,C,B,nan,I+T_masked
mv_640,A,A,C,nan,I+T_masked
mv_641,A,A,C,nan,I+T_masked
mv_642,A,A,C,nan,I+T_masked
mv_643,A,A,C,nan,I+T_masked
mv_645,A,A,B,nan,I+T_masked
mv_646,A,A,B,nan,I+T_masked
mv_647,A,A,B,nan,I+T_masked
mv_648,A,A,B,nan,I+T_masked
mv_650,B,B,D,nan,I+T_masked
mv_651,B,B,D,nan,I+T_masked
mv_652,B,B,D,nan,I+T_masked
mv_653,B,B,D,nan,I+T_masked
mv_655,A,A,D,nan,I+T_masked
mv_656,A,A,D,nan,I+T_masked
mv_657,A,A,D,nan,I+T_masked
mv_658,C,C,D,nan,I+T_masked
mv_660,A,A,B,nan,I+T_masked
mv_661,C,C,B,nan,I+T_masked
mv_662,C,C,B,nan,I+T_masked
mv_663,A,A,B,nan,I+T_masked
mv_665,A,A,B,nan,I+T_masked
mv_666,A,A,B,nan,I+T_masked
mv_667,A,A,B,nan,I+T_masked
mv_668,C,C,B,nan,I+T_masked
mv_670,C,C,C,nan,I+T_masked
mv_671,C,C,C,nan,I+T_masked
mv_672,C,C,C,nan,I+T_masked
mv_673,C,C,C,nan,I+T_masked
mv_675,A,A,A,nan,I+T_masked
mv_676,A,A,A,nan,I+T_masked
mv_677,A,A,A,nan,I+T_masked
mv_678,C,C,A,nan,I+T_masked
mv_680,A,A,A,nan,I+T_masked
mv_681,A,A,A,nan,I+T_masked
mv_682,A,A,A,nan,I+T_masked
mv_683,A,A,A,nan,I+T_masked
mv_685,A,A,C,nan,I+T_masked
mv_686,A,A,C,nan,I+T_masked
mv_687,A,A,C,nan,I+T_masked
mv_688,A,A,C,nan,I+T_masked
mv_690,B,B,D,nan,I+T_masked
mv_691,B,B,D,nan,I+T_masked
mv_692,B,B,D,nan,I+T_masked
mv_693,C,C,D,nan,I+T_masked
mv_695,A,A,A,nan,I+T_masked
mv_696,A,A,A,nan,I+T_masked
mv_697,A,A,A,nan,I+T_masked
mv_698,C,C,A,nan,I+T_masked
mv_700,C,C,A,nan,I+T_masked
mv_701,B,B,A,nan,I+T_masked
mv_702,B,B,A,nan,I+T_masked
mv_703,C,C,A,nan,I+T_masked
mv_705,A,A,A,nan,I+T_masked
mv_706,A,A,A,nan,I+T_masked
mv_707,A,A,A,nan,I+T_masked
mv_708,A,A,A,nan,I+T_masked
mv_710,B,B,A,nan,I+T_masked
mv_711,C,C,A,nan,I+T_masked
mv_712,C,C,A,nan,I+T_masked
mv_713,B,B,A,nan,I+T_masked
mv_715,B,B,D,nan,I+T_masked
mv_716,A,A,D,nan,I+T_masked
mv_717,A,A,D,nan,I+T_masked
mv_718,B,B,D,nan,I+T_masked
mv_720,A,A,B,nan,I+T_masked
mv_721,A,A,B,nan,I+T_masked
mv_722,A,A,B,nan,I+T_masked
mv_723,110,110,B,nan,I+T_masked
mv_725,C,C,B,nan,I+T_masked
mv_726,C,C,B,nan,I+T_masked
mv_727,C,C,B,nan,I+T_masked
mv_728,C,C,B,nan,I+T_masked
mv_730,A,A,D,nan,I+T_masked
mv_731,A,A,D,nan,I+T_masked
mv_732,A,A,D,nan,I+T_masked
mv_733,C,C,D,nan,I+T_masked
mv_735,A,A,A,nan,I+T_masked
mv_736,A,A,A,nan,I+T_masked
mv_737,A,A,A,nan,I+T_masked
mv_738,A,A,A,nan,I+T_masked
mv_740,A,A,A,nan,I+T_masked
mv_741,A,A,A,nan,I+T_masked
mv_742,A,A,A,nan,I+T_masked
mv_743,C,C,A,nan,I+T_masked
mv_745,A,A,C,nan,I+T_masked
mv_746,A,A,C,nan,I+T_masked
mv_747,A,A,C,nan,I+T_masked
mv_748,C,C,C,nan,I+T_masked
mv_750,C,C,B,nan,I+T_masked
mv_751,C,C,B,nan,I+T_masked
mv_752,C,C,B,nan,I+T_masked
mv_753,A,A,B,nan,I+T_masked
mv_755,C,C,B,nan,I+T_masked
mv_756,C,C,B,nan,I+T_masked
mv_757,C,C,B,nan,I+T_masked
mv_758,C,C,B,nan,I+T_masked
mv_760,C,C,A,nan,I+T_masked
mv_761,C,C,A,nan,I+T_masked
mv_762,C,C,A,nan,I+T_masked
mv_763,A,A,A,nan,I+T_masked
mv_765,A,A,C,nan,I+T_masked
mv_766,A,A,C,nan,I+T_masked
mv_767,A,A,C,nan,I+T_masked
mv_768,C,C,C,nan,I+T_masked
mv_770,A,A,C,nan,I+T_masked
mv_771,A,A,C,nan,I+T_masked
mv_772,A,A,C,nan,I+T_masked
mv_773,C,C,C,nan,I+T_masked
mv_775,B,B,B,nan,I+T_masked
mv_776,B,B,B,nan,I+T_masked
mv_777,B,B,B,nan,I+T_masked
mv_778,B,B,B,nan,I+T_masked
mv_780,B,B,A,nan,I+T_masked
mv_781,A,A,A,nan,I+T_masked
mv_782,A,A,A,nan,I+T_masked
mv_783,A,A,A,nan,I+T_masked
mv_785,B,B,C,nan,I+T_masked
mv_786,A,A,C,nan,I+T_masked
mv_787,A,A,C,nan,I+T_masked
mv_788,A,A,C,nan,I+T_masked
mv_790,B,B,A,nan,I+T_masked
mv_791,B,B,A,nan,I+T_masked
mv_792,B,B,A,nan,I+T_masked
mv_793,A,A,A,nan,I+T_masked
mv_795,B,B,D,nan,I+T_masked
mv_796,A,A,D,nan,I+T_masked
mv_797,A,A,D,nan,I+T_masked
mv_798,A,A,D,nan,I+T_masked
mv_800,A,A,B,nan,I+T_masked
mv_801,A,A,B,nan,I+T_masked
mv_802,A,A,B,nan,I+T_masked
mv_803,C,C,B,nan,I+T_masked
mv_805,B,B,C,nan,I+T_masked
mv_806,B,B,C,nan,I+T_masked
mv_807,B,B,C,nan,I+T_masked
mv_808,A,A,C,nan,I+T_masked
mv_810,B,B,B,nan,I+T_masked
mv_811,B,B,B,nan,I+T_masked
mv_812,B,B,B,nan,I+T_masked
mv_813,A,A,B,nan,I+T_masked
mv_815,B,B,C,nan,I+T_masked
mv_816,B,B,C,nan,I+T_masked
mv_817,B,B,C,nan,I+T_masked
mv_818,A,A,C,nan,I+T_masked
mv_820,B,B,C,nan,I+T_masked
mv_821,B,B,C,nan,I+T_masked
mv_822,B,B,C,nan,I+T_masked
mv_823,B,B,C,nan,I+T_masked
mv_825,B,B,B,nan,I+T_masked
mv_826,B,B,B,nan,I+T_masked
