item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_47,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_48,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_50,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_51,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_52,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_53,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_55,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_56,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_57,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_58,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_60,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_61,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_62,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_63,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_65,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_66,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_67,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_68,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_70,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_71,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_72,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_73,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_75,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_76,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_77,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_78,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_80,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_81,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_82,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_83,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_85,D,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_86,D,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_87,D,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_88,D,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_90,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_91,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_92,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_93,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_95,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_96,A:20°,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_97,A:20°,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_98,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_100,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_101,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_102,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_103,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_105,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_106,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_107,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_108,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_110,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_111,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_112,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_113,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_115,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_116,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_117,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_118,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_120,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_121,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_122,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_123,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_125,B,B,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_126,B,B,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_127,B,B,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_128,B,B,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_130,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_131,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_132,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_133,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_135,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_136,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_137,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_138,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_140,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_141,D,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_142,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_143,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_145,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_146,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_147,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_148,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_150,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_151,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_152,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_153,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_155,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_156,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_157,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_158,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_160,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_161,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_162,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_163,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_165,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_166,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_167,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_168,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_170,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_171,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_172,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_173,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_175,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_176,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_177,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_178,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_180,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_181,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_182,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_183,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_185,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_186,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_187,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_188,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_190,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_191,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_192,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_193,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_195,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_196,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_197,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_198,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_200,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_201,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_202,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_203,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_205,B,B,B,,I+T,,Plane Geometry,Applied,GeoQA
mv_206,B,B,B,,I+T,,Plane Geometry,Applied,GeoQA
mv_207,B,B,B,,I+T,,Plane Geometry,Applied,GeoQA
mv_208,B,B,B,,I+T,,Plane Geometry,Applied,GeoQA
mv_210,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_211,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_212,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_213,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_215,A,A,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_216,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_217,A,A,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_218,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_220,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_221,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_222,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_223,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_225,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_226,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_227,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_228,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_230,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_231,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_232,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_233,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_235,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_236,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_237,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_238,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_240,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_241,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_242,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_243,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_245,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_246,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_247,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_248,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_250,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_251,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_252,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_253,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_255,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_256,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_257,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_258,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_260,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_261,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_262,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_263,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_265,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_266,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_267,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_268,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_270,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_271,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_272,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_273,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_275,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_276,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_277,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_278,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_280,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_281,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_282,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_283,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_285,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_286,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_287,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_288,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_290,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_291,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_292,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_293,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_295,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_296,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_297,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_298,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_300,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_301,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_302,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_303,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_305,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_306,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_307,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_308,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_310,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_311,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_312,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_313,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_315,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_316,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_317,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_318,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_320,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_321,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_322,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_323,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_325,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_326,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_327,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_328,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_330,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_331,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_332,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_333,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_335,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_336,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_337,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_338,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_340,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_341,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_342,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_343,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_345,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_346,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_347,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_348,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_350,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_351,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_352,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_353,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_355,A,A,B,,I+T,,Plane Geometry,Length,GeoQA
mv_356,C,C,B,,I+T,,Plane Geometry,Length,GeoQA
mv_357,C,C,B,,I+T,,Plane Geometry,Length,GeoQA
mv_358,A,A,B,,I+T,,Plane Geometry,Length,GeoQA
mv_360,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_361,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_362,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_363,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_365,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_366,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_367,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_368,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_370,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_371,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_372,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_373,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_375,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_376,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_377,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_378,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_380,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_381,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_382,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_383,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_385,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_386,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_387,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_388,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_390,D,D,D,,I+T,,Plane Geometry,Length,GeoQA
mv_391,A,A,D,,I+T,,Plane Geometry,Length,GeoQA
mv_392,D,D,D,,I+T,,Plane Geometry,Length,GeoQA
mv_393,D,D,D,,I+T,,Plane Geometry,Length,GeoQA
mv_395,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_396,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_397,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_398,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_400,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_401,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_402,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_403,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_405,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_406,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_407,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_408,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_410,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_411,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_412,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_413,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_415,B,B,C,,I+T,,Plane Geometry,Length,GeoQA
mv_416,B,B,C,,I+T,,Plane Geometry,Length,GeoQA
mv_417,B,B,C,,I+T,,Plane Geometry,Length,GeoQA
mv_418,B,B,C,,I+T,,Plane Geometry,Length,GeoQA
mv_420,B,B,D,,I+T,,Plane Geometry,Length,GeoQA
mv_421,B,B,D,,I+T,,Plane Geometry,Length,GeoQA
mv_422,B,B,D,,I+T,,Plane Geometry,Length,GeoQA
mv_423,B,B,D,,I+T,,Plane Geometry,Length,GeoQA
mv_425,B,B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_426,B,B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_427,B,B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_428,B,B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_430,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_431,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_432,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_433,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_435,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_436,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_437,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_438,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_440,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_441,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_442,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_443,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_445,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_446,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_447,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_448,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_450,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_451,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_452,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_453,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_455,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_456,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_457,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_458,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_460,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_461,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_462,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_463,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_465,A,A,A,,I+T,,Plane Geometry,Length,GeoQA
mv_466,B,B,A,,I+T,,Plane Geometry,Length,GeoQA
mv_467,B,B,A,,I+T,,Plane Geometry,Length,GeoQA
mv_468,B,B,A,,I+T,,Plane Geometry,Length,GeoQA
mv_470,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_471,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_472,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_473,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_475,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_476,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_477,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_478,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_480,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_481,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_482,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_483,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_485,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_486,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_487,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_488,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_490,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_491,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_492,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_493,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_495,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
