item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition,image_basename,domain,subcategory,source
mv_83,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_85,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_86,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_87,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_88,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_90,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_91,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_92,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_93,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_95,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_96,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_97,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_98,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_100,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_101,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_102,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_103,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_105,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_106,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_107,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_108,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_110,A:65°,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_111,A:65°,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_112,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_113,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_115,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_116,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_117,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_118,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_120,A:50°,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_121,A:50°,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_122,A:50°,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_123,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_125,A,A,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_126,A,A,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_127,A,A,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_128,A,A,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_130,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_131,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_132,C,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_133,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_135,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_136,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_137,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_138,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_140,D:110°,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_141,D:110°,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_142,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_143,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_145,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_146,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_147,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_148,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_150,A:65°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_151,A:65°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_152,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_153,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_155,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_156,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_157,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_158,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_160,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_161,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_162,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_163,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_165,D,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_166,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_167,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_168,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_170,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_171,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_172,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_173,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_175,D:50°,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_176,C:.40°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_177,C:.40°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_178,C: 40°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_180,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_181,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_182,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_183,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_185,C: 70°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_186,C: 70°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_187,C:.70°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_188,C: 70°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_190,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_191,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_192,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_193,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_195,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_196,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_197,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_198,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_200,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_201,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_202,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_203,D,D,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_205,B,B,B,,I+T,,Plane Geometry,Applied,GeoQA
mv_206,B,B,B,,I+T,,Plane Geometry,Applied,GeoQA
mv_207,B,B,B,,I+T,,Plane Geometry,Applied,GeoQA
mv_208,B,B,B,,I+T,,Plane Geometry,Applied,GeoQA
mv_210,C:38°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_211,C:38°,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_212,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_213,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_215,A,A,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_216,A,A,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_217,A,A,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_218,A,A,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_220,A:35°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_221,A:35°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_222,A:35°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_223,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_225,C:70°,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_226,C:70°,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_227,C:70°,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_228,C,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_230,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_231,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_232,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_233,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_235,C:100°,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_236,C:100°,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_237,C:100°,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_238,C,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_240,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_241,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_242,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_243,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_245,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_246,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_247,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_248,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_250,B:60°,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_251,B:60°,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_252,B:60°,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_253,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_255,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_256,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_257,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_258,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_260,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_261,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_262,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_263,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_265,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_266,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_267,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_268,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_270,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_271,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_272,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_273,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_275,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_276,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_277,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_278,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_280,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_281,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_282,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_283,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_285,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_286,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_287,C:45°,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_288,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_290,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_291,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_292,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_293,B:60°,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_295,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_296,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_297,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_298,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_300,A:74°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_301,A:74°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_302,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_303,A:74°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_305,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_306,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_307,B,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_308,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_310,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_311,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_312,B,B,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_313,A,A,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_315,C:80cm,C,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_316,D,D,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_317,D,D,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_318,D,D,A,,I+T,,Plane Geometry,Applied,GeoQA
mv_320,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_321,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_322,C,C,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_323,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_325,B:80°,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_326,B:80°,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_327,B:80°,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_328,B:80°,B,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_330,A:40°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_331,A:40°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_332,A:40°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_333,A:40°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_335,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_336,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_337,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_338,D,D,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_340,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_341,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_342,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_343,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_345,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_346,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_347,D,D,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_348,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_350,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_351,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_352,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_353,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_355,C,C,B,,I+T,,Plane Geometry,Length,GeoQA
mv_356,B,B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_357,B,B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_358,D,D,B,,I+T,,Plane Geometry,Length,GeoQA
mv_360,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_361,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_362,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_363,C,C,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_365,A:55°,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_366,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_367,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_368,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_370,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_371,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_372,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_373,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_375,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_376,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_377,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_378,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_380,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_381,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_382,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_383,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_385,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_386,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_387,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_388,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_390,B,B,D,,I+T,,Plane Geometry,Length,GeoQA
mv_391,B,B,D,,I+T,,Plane Geometry,Length,GeoQA
mv_392,B,B,D,,I+T,,Plane Geometry,Length,GeoQA
mv_393,B,B,D,,I+T,,Plane Geometry,Length,GeoQA
mv_395,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_396,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_397,D,D,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_398,C,C,C,,I+T,,Plane Geometry,Applied,GeoQA
mv_400,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_401,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_402,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_403,A,A,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_405,A:25°,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_406,A:25°,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_407,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_408,A:25°,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_410,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_411,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_412,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_413,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_415,C:√{3},C,C,,I+T,,Plane Geometry,Length,GeoQA
mv_416,C:√{3},C,C,,I+T,,Plane Geometry,Length,GeoQA
mv_417,A,A,C,,I+T,,Plane Geometry,Length,GeoQA
mv_418,A,A,C,,I+T,,Plane Geometry,Length,GeoQA
mv_420,D:8√{3},D,D,,I+T,,Plane Geometry,Length,GeoQA
mv_421,D:8√{3},D,D,,I+T,,Plane Geometry,Length,GeoQA
mv_422,D:8√{3},D,D,,I+T,,Plane Geometry,Length,GeoQA
mv_423,D:8√{3},D,D,,I+T,,Plane Geometry,Length,GeoQA
mv_425,B:2√{3},B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_426,B:2√{3},B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_427,B:2√{3},B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_428,B,B,B,,I+T,,Plane Geometry,Length,GeoQA
mv_430,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_431,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_432,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_433,D,D,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_435,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_436,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_437,B,B,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_438,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_440,B,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_441,B:55°,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_442,B:55°,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_443,B:55°,B,D,,I+T,,Plane Geometry,Angle,GeoQA
mv_445,A:50°,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_446,A:50°,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_447,A:50°,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_448,A,A,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_450,C:30°,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_451,C:30°,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_452,C:30°,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_453,C,C,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_455,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_456,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_457,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_458,D,D,B,,I+T,,Plane Geometry,Angle,GeoQA
mv_460,A:50°,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_461,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_462,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_463,A,A,A,,I+T,,Plane Geometry,Angle,GeoQA
mv_465,B,B,A,,I+T,,Plane Geometry,Length,GeoQA
mv_466,B,B,A,,I+T,,Plane Geometry,Length,GeoQA
mv_467,B,B,A,,I+T,,Plane Geometry,Length,GeoQA
mv_468,B,B,A,,I+T,,Plane Geometry,Length,GeoQA
mv_470,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_471,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_472,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_473,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_475,C,C,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_476,B:140°,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_477,B:140°,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_478,B:140°,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_480,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_481,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_482,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_483,B,B,C,,I+T,,Plane Geometry,Angle,GeoQA
mv_485,A,A,B,,I+T,,Plane Geometry,Angle,GeoQA
