item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_63,B,B,C,nan,I+T_perp
mv_65,D,D,B,nan,I+T_perp
mv_66,D,D,B,nan,I+T_perp
mv_67,D,D,B,nan,I+T_perp
mv_68,B,B,B,nan,I+T_perp
mv_70,B,B,D,nan,I+T_perp
mv_71,B,B,D,nan,I+T_perp
mv_72,A,A,D,nan,I+T_perp
mv_73,A,A,D,nan,I+T_perp
mv_75,A,A,A,nan,I+T_perp
mv_76,A,A,A,nan,I+T_perp
mv_77,A,A,A,nan,I+T_perp
mv_78,A,A,A,nan,I+T_perp
mv_80,B,B,C,nan,I+T_perp
mv_81,B,B,C,nan,I+T_perp
mv_82,B,B,C,nan,I+T_perp
mv_83,B,B,C,nan,I+T_perp
mv_85,D,D,C,nan,I+T_perp
mv_86,D,D,C,nan,I+T_perp
mv_87,D,D,C,nan,I+T_perp
mv_88,D,D,C,nan,I+T_perp
mv_90,B,B,C,nan,I+T_perp
mv_91,B,B,C,nan,I+T_perp
mv_92,C,C,C,nan,I+T_perp
mv_93,B,B,C,nan,I+T_perp
mv_95,A,A,A,nan,I+T_perp
mv_96,A,A,A,nan,I+T_perp
mv_97,A,A,A,nan,I+T_perp
mv_98,B,B,A,nan,I+T_perp
mv_100,B,B,D,nan,I+T_perp
mv_101,B,B,D,nan,I+T_perp
mv_102,B,B,D,nan,I+T_perp
mv_103,B,B,D,nan,I+T_perp
mv_105,B,B,C,nan,I+T_perp
mv_106,B,B,C,nan,I+T_perp
mv_107,B,B,C,nan,I+T_perp
mv_108,B,B,C,nan,I+T_perp
mv_110,B,B,C,nan,I+T_perp
mv_111,B,B,C,nan,I+T_perp
mv_112,B,B,C,nan,I+T_perp
mv_113,B,B,C,nan,I+T_perp
mv_115,B,B,B,nan,I+T_perp
mv_116,B,B,B,nan,I+T_perp
mv_117,B,B,B,nan,I+T_perp
mv_118,B,B,B,nan,I+T_perp
mv_120,B,B,D,nan,I+T_perp
mv_121,B,B,D,nan,I+T_perp
mv_122,B,B,D,nan,I+T_perp
mv_123,B,B,D,nan,I+T_perp
mv_125,B,B,C,nan,I+T_perp
mv_126,B,B,C,nan,I+T_perp
mv_127,B,B,C,nan,I+T_perp
mv_128,B,B,C,nan,I+T_perp
mv_130,B,B,A,nan,I+T_perp
mv_131,B,B,A,nan,I+T_perp
mv_132,B,B,A,nan,I+T_perp
mv_133,B,B,A,nan,I+T_perp
mv_135,D,D,B,nan,I+T_perp
mv_136,C,C,B,nan,I+T_perp
mv_137,A,A,B,nan,I+T_perp
mv_138,C,C,B,nan,I+T_perp
mv_140,C,C,C,nan,I+T_perp
mv_141,D,D,C,nan,I+T_perp
mv_142,B,B,C,nan,I+T_perp
mv_143,B,B,C,nan,I+T_perp
mv_145,C,C,C,nan,I+T_perp
mv_146,C,C,C,nan,I+T_perp
mv_147,C,C,C,nan,I+T_perp
mv_148,C,C,C,nan,I+T_perp
mv_150,C,C,B,nan,I+T_perp
mv_151,B,B,B,nan,I+T_perp
mv_152,B,B,B,nan,I+T_perp
mv_153,B,B,B,nan,I+T_perp
mv_155,A,A,C,nan,I+T_perp
mv_156,A,A,C,nan,I+T_perp
mv_157,A,A,C,nan,I+T_perp
mv_158,C,C,C,nan,I+T_perp
mv_160,B,B,C,nan,I+T_perp
mv_161,A,A,C,nan,I+T_perp
mv_162,B,B,C,nan,I+T_perp
mv_163,A,A,C,nan,I+T_perp
mv_165,B,B,C,nan,I+T_perp
mv_166,B,B,C,nan,I+T_perp
mv_167,B,B,C,nan,I+T_perp
mv_168,B,B,C,nan,I+T_perp
mv_170,A,A,C,nan,I+T_perp
mv_171,A,A,C,nan,I+T_perp
mv_172,A,A,C,nan,I+T_perp
mv_173,A,A,C,nan,I+T_perp
mv_175,B,B,A,nan,I+T_perp
mv_176,B,B,A,nan,I+T_perp
mv_177,B,B,A,nan,I+T_perp
mv_178,B,B,A,nan,I+T_perp
mv_180,A,A,A,nan,I+T_perp
mv_181,A,A,A,nan,I+T_perp
mv_182,C,C,A,nan,I+T_perp
mv_183,A,A,A,nan,I+T_perp
mv_185,D,D,A,nan,I+T_perp
mv_186,D,D,A,nan,I+T_perp
mv_187,A,A,A,nan,I+T_perp
mv_188,B,B,A,nan,I+T_perp
mv_190,B,B,B,nan,I+T_perp
mv_191,B,B,B,nan,I+T_perp
mv_192,B,B,B,nan,I+T_perp
mv_193,B,B,B,nan,I+T_perp
mv_195,B,B,A,nan,I+T_perp
mv_196,B,B,A,nan,I+T_perp
mv_197,B,B,A,nan,I+T_perp
mv_198,B,B,A,nan,I+T_perp
mv_200,B,B,D,nan,I+T_perp
mv_201,A,A,D,nan,I+T_perp
mv_202,A,A,D,nan,I+T_perp
mv_203,A,A,D,nan,I+T_perp
mv_205,B,B,B,nan,I+T_perp
mv_206,B,B,B,nan,I+T_perp
mv_207,B,B,B,nan,I+T_perp
mv_208,B,B,B,nan,I+T_perp
mv_210,C,C,A,nan,I+T_perp
mv_211,C,C,A,nan,I+T_perp
mv_212,C,C,A,nan,I+T_perp
mv_213,C,C,A,nan,I+T_perp
mv_215,A,A,A,nan,I+T_perp
mv_216,B,B,A,nan,I+T_perp
mv_217,A,A,A,nan,I+T_perp
mv_218,B,B,A,nan,I+T_perp
mv_220,B,B,B,nan,I+T_perp
mv_221,B,B,B,nan,I+T_perp
mv_222,B,B,B,nan,I+T_perp
mv_223,B,B,B,nan,I+T_perp
mv_225,D,D,D,nan,I+T_perp
mv_226,D,D,D,nan,I+T_perp
mv_227,D,D,D,nan,I+T_perp
mv_228,D,D,D,nan,I+T_perp
mv_230,B,B,B,nan,I+T_perp
mv_231,A,A,B,nan,I+T_perp
mv_232,B,B,B,nan,I+T_perp
mv_233,B,B,B,nan,I+T_perp
mv_235,A,A,D,nan,I+T_perp
mv_236,A,A,D,nan,I+T_perp
mv_237,A,A,D,nan,I+T_perp
mv_238,A,A,D,nan,I+T_perp
mv_240,C,C,D,nan,I+T_perp
mv_241,C,C,D,nan,I+T_perp
mv_242,A,A,D,nan,I+T_perp
mv_243,B,B,D,nan,I+T_perp
mv_245,B,B,B,nan,I+T_perp
mv_246,B,B,B,nan,I+T_perp
mv_247,B,B,B,nan,I+T_perp
mv_248,B,B,B,nan,I+T_perp
mv_250,C,C,C,nan,I+T_perp
mv_251,C,C,C,nan,I+T_perp
mv_252,C,C,C,nan,I+T_perp
mv_253,C,C,C,nan,I+T_perp
mv_255,B,B,D,nan,I+T_perp
mv_256,B,B,D,nan,I+T_perp
mv_257,D,D,D,nan,I+T_perp
mv_258,A,A,D,nan,I+T_perp
mv_260,A,A,A,nan,I+T_perp
mv_261,A,A,A,nan,I+T_perp
mv_262,A,A,A,nan,I+T_perp
mv_263,C,C,A,nan,I+T_perp
mv_265,D,D,A,nan,I+T_perp
mv_266,D,D,A,nan,I+T_perp
mv_267,B,B,A,nan,I+T_perp
mv_268,B,B,A,nan,I+T_perp
mv_270,D,D,B,nan,I+T_perp
mv_271,B,B,B,nan,I+T_perp
mv_272,D,D,B,nan,I+T_perp
mv_273,B,B,B,nan,I+T_perp
mv_275,C,C,C,nan,I+T_perp
mv_276,C,C,C,nan,I+T_perp
mv_277,C,C,C,nan,I+T_perp
mv_278,C,C,C,nan,I+T_perp
mv_280,A,A,B,nan,I+T_perp
mv_281,A,A,B,nan,I+T_perp
mv_282,A,A,B,nan,I+T_perp
mv_283,A,A,B,nan,I+T_perp
mv_285,B,B,B,nan,I+T_perp
mv_286,B,B,B,nan,I+T_perp
mv_287,B,B,B,nan,I+T_perp
mv_288,B,B,B,nan,I+T_perp
mv_290,C,C,A,nan,I+T_perp
mv_291,C,C,A,nan,I+T_perp
mv_292,D,D,A,nan,I+T_perp
mv_293,C,C,A,nan,I+T_perp
mv_295,B,B,B,nan,I+T_perp
mv_296,B,B,B,nan,I+T_perp
mv_297,B,B,B,nan,I+T_perp
mv_298,B,B,B,nan,I+T_perp
mv_300,C,C,B,nan,I+T_perp
mv_301,C,C,B,nan,I+T_perp
mv_302,C,C,B,nan,I+T_perp
mv_303,C,C,B,nan,I+T_perp
mv_305,B,B,B,nan,I+T_perp
mv_306,B,B,B,nan,I+T_perp
mv_307,B,B,B,nan,I+T_perp
mv_308,B,B,B,nan,I+T_perp
mv_310,C,C,A,nan,I+T_perp
mv_311,C,C,A,nan,I+T_perp
mv_312,C,C,A,nan,I+T_perp
mv_313,B,B,A,nan,I+T_perp
mv_315,C,C,A,nan,I+T_perp
mv_316,C,C,A,nan,I+T_perp
mv_317,C,C,A,nan,I+T_perp
mv_318,C,C,A,nan,I+T_perp
mv_320,D,D,D,nan,I+T_perp
mv_321,D,D,D,nan,I+T_perp
mv_322,D,D,D,nan,I+T_perp
mv_323,D,D,D,nan,I+T_perp
mv_325,B,B,B,nan,I+T_perp
mv_326,B,B,B,nan,I+T_perp
mv_327,B,B,B,nan,I+T_perp
mv_328,B,B,B,nan,I+T_perp
mv_330,B,B,B,nan,I+T_perp
mv_331,B,B,B,nan,I+T_perp
mv_332,A,A,B,nan,I+T_perp
mv_333,C,C,B,nan,I+T_perp
mv_335,C,C,C,nan,I+T_perp
mv_336,C,C,C,nan,I+T_perp
mv_337,C,C,C,nan,I+T_perp
mv_338,C,C,C,nan,I+T_perp
mv_340,C,C,B,nan,I+T_perp
mv_341,C,C,B,nan,I+T_perp
mv_342,C,C,B,nan,I+T_perp
mv_343,C,C,B,nan,I+T_perp
mv_345,B,B,C,nan,I+T_perp
mv_346,B,B,C,nan,I+T_perp
mv_347,B,B,C,nan,I+T_perp
mv_348,B,B,C,nan,I+T_perp
mv_350,B,B,C,nan,I+T_perp
mv_351,B,B,C,nan,I+T_perp
mv_352,B,B,C,nan,I+T_perp
mv_353,B,B,C,nan,I+T_perp
mv_355,A,A,B,nan,I+T_perp
mv_356,C,C,B,nan,I+T_perp
mv_357,C,C,B,nan,I+T_perp
mv_358,A,A,B,nan,I+T_perp
mv_360,A,A,A,nan,I+T_perp
mv_361,A,A,A,nan,I+T_perp
mv_362,A,A,A,nan,I+T_perp
mv_363,A,A,A,nan,I+T_perp
mv_365,B,B,B,nan,I+T_perp
mv_366,A,A,B,nan,I+T_perp
mv_367,B,B,B,nan,I+T_perp
mv_368,A,A,B,nan,I+T_perp
mv_370,B,B,B,nan,I+T_perp
mv_371,C,C,B,nan,I+T_perp
mv_372,B,B,B,nan,I+T_perp
mv_373,C,C,B,nan,I+T_perp
mv_375,A,A,A,nan,I+T_perp
mv_376,A,A,A,nan,I+T_perp
mv_377,A,A,A,nan,I+T_perp
mv_378,A,A,A,nan,I+T_perp
mv_380,C,C,C,nan,I+T_perp
mv_381,C,C,C,nan,I+T_perp
mv_382,C,C,C,nan,I+T_perp
mv_383,C,C,C,nan,I+T_perp
mv_385,D,D,B,nan,I+T_perp
mv_386,D,D,B,nan,I+T_perp
mv_387,D,D,B,nan,I+T_perp
mv_388,D,D,B,nan,I+T_perp
mv_390,D,D,D,nan,I+T_perp
mv_391,A,A,D,nan,I+T_perp
mv_392,D,D,D,nan,I+T_perp
mv_393,A,A,D,nan,I+T_perp
mv_395,C,C,C,nan,I+T_perp
mv_396,C,C,C,nan,I+T_perp
mv_397,C,C,C,nan,I+T_perp
mv_398,C,C,C,nan,I+T_perp
mv_400,D,D,D,nan,I+T_perp
mv_401,D,D,D,nan,I+T_perp
mv_402,D,D,D,nan,I+T_perp
mv_403,D,D,D,nan,I+T_perp
mv_405,B,B,C,nan,I+T_perp
mv_406,B,B,C,nan,I+T_perp
mv_407,B,B,C,nan,I+T_perp
mv_408,B,B,C,nan,I+T_perp
mv_410,C,C,A,nan,I+T_perp
mv_411,C,C,A,nan,I+T_perp
mv_412,C,C,A,nan,I+T_perp
mv_413,C,C,A,nan,I+T_perp
mv_415,B,B,C,nan,I+T_perp
mv_416,B,B,C,nan,I+T_perp
mv_417,B,B,C,nan,I+T_perp
mv_418,B,B,C,nan,I+T_perp
mv_420,B,B,D,nan,I+T_perp
mv_421,B,B,D,nan,I+T_perp
mv_422,B,B,D,nan,I+T_perp
mv_423,B,B,D,nan,I+T_perp
mv_425,B,B,B,nan,I+T_perp
mv_426,B,B,B,nan,I+T_perp
mv_427,B,B,B,nan,I+T_perp
mv_428,B,B,B,nan,I+T_perp
mv_430,A,A,A,nan,I+T_perp
mv_431,A,A,A,nan,I+T_perp
mv_432,B,B,A,nan,I+T_perp
mv_433,A,A,A,nan,I+T_perp
mv_435,B,B,A,nan,I+T_perp
mv_436,B,B,A,nan,I+T_perp
mv_437,B,B,A,nan,I+T_perp
mv_438,A,A,A,nan,I+T_perp
mv_440,A,A,D,nan,I+T_perp
mv_441,B,B,D,nan,I+T_perp
mv_442,B,B,D,nan,I+T_perp
mv_443,B,B,D,nan,I+T_perp
mv_445,B,B,C,nan,I+T_perp
mv_446,B,B,C,nan,I+T_perp
mv_447,B,B,C,nan,I+T_perp
mv_448,B,B,C,nan,I+T_perp
mv_450,D,D,B,nan,I+T_perp
mv_451,D,D,B,nan,I+T_perp
mv_452,D,D,B,nan,I+T_perp
mv_453,B,B,B,nan,I+T_perp
mv_455,C,C,B,nan,I+T_perp
mv_456,C,C,B,nan,I+T_perp
mv_457,C,C,B,nan,I+T_perp
mv_458,C,C,B,nan,I+T_perp
mv_460,A,A,A,nan,I+T_perp
mv_461,A,A,A,nan,I+T_perp
mv_462,A,A,A,nan,I+T_perp
mv_463,B,B,A,nan,I+T_perp
mv_465,A,A,A,nan,I+T_perp
mv_466,B,B,A,nan,I+T_perp
mv_467,B,B,A,nan,I+T_perp
mv_468,B,B,A,nan,I+T_perp
mv_470,C,C,C,nan,I+T_perp
mv_471,C,C,C,nan,I+T_perp
mv_472,C,C,C,nan,I+T_perp
mv_473,C,C,C,nan,I+T_perp
mv_475,B,B,C,nan,I+T_perp
mv_476,B,B,C,nan,I+T_perp
mv_477,B,B,C,nan,I+T_perp
mv_478,B,B,C,nan,I+T_perp
mv_480,C,C,C,nan,I+T_perp
mv_481,C,C,C,nan,I+T_perp
mv_482,C,C,C,nan,I+T_perp
mv_483,C,C,C,nan,I+T_perp
mv_485,B,B,B,nan,I+T_perp
mv_486,B,B,B,nan,I+T_perp
mv_487,B,B,B,nan,I+T_perp
mv_488,B,B,B,nan,I+T_perp
mv_490,B,B,C,nan,I+T_perp
mv_491,B,B,C,nan,I+T_perp
mv_492,B,B,C,nan,I+T_perp
mv_493,B,B,C,nan,I+T_perp
mv_495,D,D,D,nan,I+T_perp
mv_496,D,D,D,nan,I+T_perp
mv_497,D,D,D,nan,I+T_perp
mv_498,D,D,D,nan,I+T_perp
mv_500,C,C,C,nan,I+T_perp
mv_501,C,C,C,nan,I+T_perp
mv_502,C,C,C,nan,I+T_perp
mv_503,C,C,C,nan,I+T_perp
mv_505,B,B,C,nan,I+T_perp
mv_506,B,B,C,nan,I+T_perp
mv_507,B,B,C,nan,I+T_perp
mv_508,B,B,C,nan,I+T_perp
mv_510,B,B,A,nan,I+T_perp
mv_511,B,B,A,nan,I+T_perp
mv_512,B,B,A,nan,I+T_perp
mv_513,B,B,A,nan,I+T_perp
mv_515,C,C,A,nan,I+T_perp
mv_516,C,C,A,nan,I+T_perp
mv_517,C,C,A,nan,I+T_perp
mv_518,C,C,A,nan,I+T_perp
mv_520,B,B,B,nan,I+T_perp
mv_521,B,B,B,nan,I+T_perp
mv_522,B,B,B,nan,I+T_perp
mv_523,B,B,B,nan,I+T_perp
mv_525,B,B,B,nan,I+T_perp
mv_526,B,B,B,nan,I+T_perp
mv_527,B,B,B,nan,I+T_perp
mv_528,B,B,B,nan,I+T_perp
mv_530,C,C,C,nan,I+T_perp
mv_531,C,C,C,nan,I+T_perp
mv_532,C,C,C,nan,I+T_perp
mv_533,C,C,C,nan,I+T_perp
mv_535,C,C,D,nan,I+T_perp
mv_536,C,C,D,nan,I+T_perp
mv_537,C,C,D,nan,I+T_perp
mv_538,C,C,D,nan,I+T_perp
mv_540,C,C,B,nan,I+T_perp
mv_541,C,C,B,nan,I+T_perp
mv_542,C,C,B,nan,I+T_perp
mv_543,C,C,B,nan,I+T_perp
mv_545,B,B,B,nan,I+T_perp
mv_546,B,B,B,nan,I+T_perp
mv_547,B,B,B,nan,I+T_perp
mv_548,B,B,B,nan,I+T_perp
mv_550,C,C,C,nan,I+T_perp
mv_551,C,C,C,nan,I+T_perp
mv_552,C,C,C,nan,I+T_perp
mv_553,C,C,C,nan,I+T_perp
mv_555,C,C,A,nan,I+T_perp
mv_556,C,C,A,nan,I+T_perp
mv_557,C,C,A,nan,I+T_perp
mv_558,C,C,A,nan,I+T_perp
mv_560,A,A,A,nan,I+T_perp
mv_561,A,A,A,nan,I+T_perp
mv_562,C,C,A,nan,I+T_perp
mv_563,A,A,A,nan,I+T_perp
mv_565,B,B,C,nan,I+T_perp
mv_566,C,C,C,nan,I+T_perp
mv_567,B,B,C,nan,I+T_perp
mv_568,B,B,C,nan,I+T_perp
mv_570,B,B,C,nan,I+T_perp
mv_571,B,B,C,nan,I+T_perp
mv_572,B,B,C,nan,I+T_perp
mv_573,B,B,C,nan,I+T_perp
mv_575,C,C,B,nan,I+T_perp
mv_576,C,C,B,nan,I+T_perp
mv_577,C,C,B,nan,I+T_perp
mv_578,B,B,B,nan,I+T_perp
mv_580,B,B,B,nan,I+T_perp
mv_581,B,B,B,nan,I+T_perp
mv_582,B,B,B,nan,I+T_perp
mv_583,B,B,B,nan,I+T_perp
mv_585,C,C,C,nan,I+T_perp
mv_586,C,C,C,nan,I+T_perp
mv_587,C,C,C,nan,I+T_perp
mv_588,C,C,C,nan,I+T_perp
mv_590,B,B,A,nan,I+T_perp
mv_591,B,B,A,nan,I+T_perp
mv_592,B,B,A,nan,I+T_perp
mv_593,B,B,A,nan,I+T_perp
mv_595,B,B,B,nan,I+T_perp
mv_596,B,B,B,nan,I+T_perp
mv_597,B,B,B,nan,I+T_perp
mv_598,B,B,B,nan,I+T_perp
mv_600,C,C,C,nan,I+T_perp
mv_601,C,C,C,nan,I+T_perp
mv_602,C,C,C,nan,I+T_perp
mv_603,C,C,C,nan,I+T_perp
mv_605,C,C,D,nan,I+T_perp
mv_606,C,C,D,nan,I+T_perp
mv_607,C,C,D,nan,I+T_perp
mv_608,C,C,D,nan,I+T_perp
mv_610,C,C,B,nan,I+T_perp
mv_611,C,C,B,nan,I+T_perp
mv_612,C,C,B,nan,I+T_perp
mv_613,C,C,B,nan,I+T_perp
mv_615,B,B,B,nan,I+T_perp
mv_616,A,A,B,nan,I+T_perp
mv_617,A,A,B,nan,I+T_perp
mv_618,B,B,B,nan,I+T_perp
mv_620,A,A,C,nan,I+T_perp
mv_621,D,D,C,nan,I+T_perp
mv_622,D,D,C,nan,I+T_perp
mv_623,C,C,C,nan,I+T_perp
mv_625,A,A,A,nan,I+T_perp
mv_626,A,A,A,nan,I+T_perp
mv_627,A,A,A,nan,I+T_perp
mv_628,A,A,A,nan,I+T_perp
mv_630,A,A,C,nan,I+T_perp
mv_631,A,A,C,nan,I+T_perp
mv_632,A,A,C,nan,I+T_perp
mv_633,A,A,C,nan,I+T_perp
mv_635,B,B,B,nan,I+T_perp
mv_636,B,B,B,nan,I+T_perp
mv_637,B,B,B,nan,I+T_perp
mv_638,B,B,B,nan,I+T_perp
mv_640,B,B,C,nan,I+T_perp
mv_641,B,B,C,nan,I+T_perp
mv_642,B,B,C,nan,I+T_perp
mv_643,B,B,C,nan,I+T_perp
mv_645,B,B,B,nan,I+T_perp
mv_646,B,B,B,nan,I+T_perp
mv_647,B,B,B,nan,I+T_perp
mv_648,B,B,B,nan,I+T_perp
mv_650,B,B,D,nan,I+T_perp
mv_651,B,B,D,nan,I+T_perp
mv_652,B,B,D,nan,I+T_perp
mv_653,B,B,D,nan,I+T_perp
mv_655,C,C,D,nan,I+T_perp
mv_656,B,B,D,nan,I+T_perp
mv_657,B,B,D,nan,I+T_perp
mv_658,C,C,D,nan,I+T_perp
mv_660,A,A,B,nan,I+T_perp
mv_661,A,A,B,nan,I+T_perp
mv_662,A,A,B,nan,I+T_perp
mv_663,A,A,B,nan,I+T_perp
mv_665,B,B,B,nan,I+T_perp
mv_666,B,B,B,nan,I+T_perp
mv_667,B,B,B,nan,I+T_perp
mv_668,B,B,B,nan,I+T_perp
mv_670,C,C,C,nan,I+T_perp
mv_671,C,C,C,nan,I+T_perp
mv_672,C,C,C,nan,I+T_perp
mv_673,C,C,C,nan,I+T_perp
mv_675,A,A,A,nan,I+T_perp
mv_676,A,A,A,nan,I+T_perp
mv_677,A,A,A,nan,I+T_perp
mv_678,A,A,A,nan,I+T_perp
mv_680,A,A,A,nan,I+T_perp
mv_681,A,A,A,nan,I+T_perp
mv_682,A,A,A,nan,I+T_perp
mv_683,A,A,A,nan,I+T_perp
mv_685,C,C,C,nan,I+T_perp
mv_686,C,C,C,nan,I+T_perp
mv_687,C,C,C,nan,I+T_perp
mv_688,A,A,C,nan,I+T_perp
mv_690,D,D,D,nan,I+T_perp
mv_691,D,D,D,nan,I+T_perp
mv_692,D,D,D,nan,I+T_perp
mv_693,A,A,D,nan,I+T_perp
mv_695,A,A,A,nan,I+T_perp
mv_696,A,A,A,nan,I+T_perp
mv_697,A,A,A,nan,I+T_perp
mv_698,A,A,A,nan,I+T_perp
mv_700,B,B,A,nan,I+T_perp
mv_701,B,B,A,nan,I+T_perp
mv_702,B,B,A,nan,I+T_perp
mv_703,D,D,A,nan,I+T_perp
mv_705,C,C,A,nan,I+T_perp
mv_706,C,C,A,nan,I+T_perp
mv_707,C,C,A,nan,I+T_perp
mv_708,C,C,A,nan,I+T_perp
mv_710,B,B,A,nan,I+T_perp
mv_711,B,B,A,nan,I+T_perp
mv_712,B,B,A,nan,I+T_perp
mv_713,B,B,A,nan,I+T_perp
mv_715,D,D,D,nan,I+T_perp
mv_716,D,D,D,nan,I+T_perp
mv_717,D,D,D,nan,I+T_perp
mv_718,D,D,D,nan,I+T_perp
mv_720,D,D,B,nan,I+T_perp
mv_721,D,D,B,nan,I+T_perp
mv_722,D,D,B,nan,I+T_perp
mv_723,D,D,B,nan,I+T_perp
mv_725,B,B,B,nan,I+T_perp
mv_726,B,B,B,nan,I+T_perp
mv_727,B,B,B,nan,I+T_perp
mv_728,B,B,B,nan,I+T_perp
mv_730,D,D,D,nan,I+T_perp
mv_731,D,D,D,nan,I+T_perp
mv_732,D,D,D,nan,I+T_perp
mv_733,D,D,D,nan,I+T_perp
mv_735,B,B,A,nan,I+T_perp
mv_736,B,B,A,nan,I+T_perp
mv_737,B,B,A,nan,I+T_perp
mv_738,B,B,A,nan,I+T_perp
mv_740,D,D,A,nan,I+T_perp
mv_741,D,D,A,nan,I+T_perp
mv_742,D,D,A,nan,I+T_perp
mv_743,D,D,A,nan,I+T_perp
mv_745,C,C,C,nan,I+T_perp
mv_746,C,C,C,nan,I+T_perp
mv_747,C,C,C,nan,I+T_perp
mv_748,C,C,C,nan,I+T_perp
mv_750,C,C,B,nan,I+T_perp
mv_751,C,C,B,nan,I+T_perp
mv_752,C,C,B,nan,I+T_perp
mv_753,B,B,B,nan,I+T_perp
mv_755,D,D,B,nan,I+T_perp
mv_756,D,D,B,nan,I+T_perp
mv_757,D,D,B,nan,I+T_perp
mv_758,B,B,B,nan,I+T_perp
mv_760,C,C,A,nan,I+T_perp
mv_761,C,C,A,nan,I+T_perp
mv_762,C,C,A,nan,I+T_perp
mv_763,C,C,A,nan,I+T_perp
mv_765,C,C,C,nan,I+T_perp
mv_766,C,C,C,nan,I+T_perp
mv_767,C,C,C,nan,I+T_perp
mv_768,B,B,C,nan,I+T_perp
mv_770,A,A,C,nan,I+T_perp
mv_771,A,A,C,nan,I+T_perp
mv_772,A,A,C,nan,I+T_perp
mv_773,B,B,C,nan,I+T_perp
mv_775,C,C,B,nan,I+T_perp
mv_776,C,C,B,nan,I+T_perp
mv_777,C,C,B,nan,I+T_perp
mv_778,C,C,B,nan,I+T_perp
mv_780,A,A,A,nan,I+T_perp
mv_781,A,A,A,nan,I+T_perp
mv_782,A,A,A,nan,I+T_perp
mv_783,A,A,A,nan,I+T_perp
mv_785,D,D,C,nan,I+T_perp
mv_786,D,D,C,nan,I+T_perp
mv_787,D,D,C,nan,I+T_perp
mv_788,D,D,C,nan,I+T_perp
mv_790,A,A,A,nan,I+T_perp
mv_791,A,A,A,nan,I+T_perp
mv_792,A,A,A,nan,I+T_perp
mv_793,A,A,A,nan,I+T_perp
mv_795,B,B,D,nan,I+T_perp
mv_796,B,B,D,nan,I+T_perp
mv_797,B,B,D,nan,I+T_perp
mv_798,B,B,D,nan,I+T_perp
mv_800,C,C,B,nan,I+T_perp
mv_801,C,C,B,nan,I+T_perp
mv_802,C,C,B,nan,I+T_perp
mv_803,C,C,B,nan,I+T_perp
mv_805,D,D,C,nan,I+T_perp
mv_806,D,D,C,nan,I+T_perp
mv_807,D,D,C,nan,I+T_perp
mv_808,C,C,C,nan,I+T_perp
mv_810,A,A,B,nan,I+T_perp
mv_811,A,A,B,nan,I+T_perp
mv_812,A,A,B,nan,I+T_perp
mv_813,B,B,B,nan,I+T_perp
mv_815,B,B,C,nan,I+T_perp
mv_816,B,B,C,nan,I+T_perp
mv_817,A,A,C,nan,I+T_perp
mv_818,B,B,C,nan,I+T_perp
mv_820,A,A,C,nan,I+T_perp
mv_821,A,A,C,nan,I+T_perp
mv_822,A,A,C,nan,I+T_perp
mv_823,B,B,C,nan,I+T_perp
mv_825,B,B,B,nan,I+T_perp
mv_826,A,A,B,nan,I+T_perp
